Feature	Name	Rank	Ranking	Diff
PF17261.2	DUF5327	9513	Enrichment	-0.001128799792581623
PF17272.2	DUF5337	9514	Enrichment	-0.001128799792581623
PF17280.2	DUF5345	9515	Enrichment	-0.001128799792581623
PF17329.2	DUF5367	9516	Enrichment	-0.001128799792581623
PF18005.1	eIF3m_C_helix	9517	Enrichment	-0.001128799792581623
PF18010.1	HTH_49	9518	Enrichment	-0.001128799792581623
PF18037.1	Ubiquitin_5	9519	Enrichment	-0.001128799792581623
PF18066.1	Phage_ABA_S	9520	Enrichment	-0.0011718232550872415
PF18143.1	HAD_SAK_2	9521	Enrichment	-0.030479858792467257
PF18239.1	HA1	9522	Enrichment	-0.001128799792581623
PF18367.1	Rv2175c_C	9523	Enrichment	-0.006494278445584943
PF18452.1	Ig_6	9524	Enrichment	-0.001128799792581623
PF18541.1	RuvC_III	9525	Enrichment	0.006750154827855202
PF18624.1	CdiI_4	9526	Enrichment	-8.604692501123709e-5
PF18665.1	TetR_C_37	9527	Enrichment	9.567059425591488e-4
PF18710.1	ComR_TPR	9528	Enrichment	-0.001128799792581623
PF03013.14	Pyr_excise	9529	Enrichment	-0.006246327437986775
PF14062.6	DUF4253	9530	Enrichment	1.3926015495239683e-4
PF09924.9	DUF2156	9531	Enrichment	0.010137686401981816
PF12401.8	DUF3662	9532	Enrichment	-0.009731227900941872
PF17252.2	DUF5319	9533	Enrichment	-0.006666372295607417
PF18315.1	VCH_CASS14	9534	Enrichment	-0.0013869405676153346
PF18456.1	CmlA_N	9535	Enrichment	-0.0013869405676153346
PF18851.1	baeRF_family8	9536	Enrichment	0.011361590690628476
PF00667.20	FAD_binding_1	9537	Enrichment	-0.0033626232537286027
PF01424.22	R3H	9538	Enrichment	-0.010300722680950461
PF03090.17	Replicase	9539	Enrichment	-0.009589703353226023
PF00709.21	Adenylsucc_synt	9540	Enrichment	0.012140541801256455
PF12788.7	YmaF	9541	Enrichment	-0.0014299640301209515
PF13397.6	RbpA	9542	Enrichment	-0.003452066767885023
PF01019.21	G_glu_transpept	9543	Enrichment	-0.0633146860589262
PF01010.19	Proton_antipo_C	9544	Enrichment	-0.00813935978823399
PF04555.13	XhoI	9545	Enrichment	0.007438530227945099
PF05105.12	Phage_holin_4_1	9546	Enrichment	-3.4418770004494836e-4
PF06934.11	CTI	9547	Enrichment	-0.005623619428037033
PF13333.6	rve_2	9548	Enrichment	0.03429196400974144
PF16715.5	CDPS	9549	Enrichment	0.004869576637806981
PF10708.9	DUF2510	9550	Enrichment	-0.027857691972387993
PF06865.11	Ppnp	9551	Enrichment	-0.01117364609126184
PF07157.12	DNA_circ_N	9552	Enrichment	-0.011138548003428297
PF09365.10	DUF2461	9553	Enrichment	0.01139215999293508
PF14255.6	Cys_rich_CPXG	9554	Enrichment	-0.004074774777834765
PF01336.25	tRNA_anti-codon	9555	Enrichment	0.04468779118675714
PF00276.20	Ribosomal_L23	9556	Enrichment	0.014784220352588584
PF07273.12	DUF1439	9557	Enrichment	-0.008741688263312647
PF00111.27	Fer2	9558	Enrichment	0.03105501455438464
PF14045.6	YIEGIA	9559	Enrichment	0.0027840709026662087
PF14517.6	Tachylectin	9560	Enrichment	0.0027840709026662087
PF01420.19	Methylase_S	9561	Enrichment	0.07727806403476278
PF02607.17	B12-binding_2	9562	Enrichment	-0.22887576295883671
PF04309.12	G3P_antiterm	9563	Enrichment	0.009547812087102092
PF00254.28	FKBP_C	9564	Enrichment	0.001372222014652813
PF01163.22	RIO1	9565	Enrichment	-0.052917726685529076
PF14535.6	AMP-binding_C_2	9566	Enrichment	2.1964609805502633e-4
PF07470.13	Glyco_hydro_88	9567	Enrichment	0.0046272866121174205
PF07588.11	DUF1554	9568	Enrichment	0.001483177260062113
PF10649.9	DUF2478	9569	Enrichment	0.023624409701111487
PF04505.12	CD225	9570	Enrichment	0.0055681418053324175
PF06455.11	NADH5_C	9571	Enrichment	-0.011282336943907595
PF01594.16	AI-2E_transport	9572	Enrichment	0.1173849886610534
PF01735.18	PLA2_B	9573	Enrichment	0.00461143586277327
PF05735.12	TSP_C	9574	Enrichment	0.0016982945725902057
PF06693.11	DUF1190	9575	Enrichment	-0.0061829244406100825
PF01050.18	MannoseP_isomer	9576	Enrichment	0.0349124076269276
PF01152.21	Bac_globin	9577	Enrichment	0.034060995947869155
PF04306.13	DUF456	9578	Enrichment	-0.0072687007706860735
PF05650.11	DUF802	9579	Enrichment	-0.008344287333326539
PF06018.14	CodY	9580	Enrichment	0.00456841240026765
PF12607.8	DUF3772	9581	Enrichment	-0.012968177356298793
PF12790.7	T6SS-SciN	9582	Enrichment	-0.011573311414011411
PF12965.7	DUF3854	9583	Enrichment	5.694947800085823e-4
PF07368.11	DUF1487	9584	Enrichment	-0.0317728270603993
PF07689.12	KaiB	9585	Enrichment	0.010511311207951637
PF07751.11	Abi_2	9586	Enrichment	0.002921066664855143
PF07235.11	DUF1427	9587	Enrichment	-0.006387851985702631
PF08340.11	DUF1732	9588	Enrichment	0.013134610224412646
PF01442.18	Apolipoprotein	9589	Enrichment	0.011336682370230472
PF04670.12	Gtr1_RagA	9590	Enrichment	0.0012352262524639446
PF04768.13	NAT	9591	Enrichment	0.0035686829952028855
PF09663.10	Amido_AtzD_TrzD	9592	Enrichment	-0.007526841545719781
PF10001.9	DUF2242	9593	Enrichment	-0.007784982320753503
PF12685.7	SpoIIIAH	9594	Enrichment	0.0035686829952028855
PF00302.18	CAT	9595	Enrichment	-0.008546950485655638
PF04679.15	DNA_ligase_A_C	9596	Enrichment	0.09207247415478714
PF03880.15	DbpA	9597	Enrichment	-0.02362440970111146
PF16188.5	Peptidase_M24_C	9598	Enrichment	-0.023648185825127732
PF16259.5	DUF4913	9599	Enrichment	0.012060155858153912
PF13550.6	Phage-tail_3	9600	Enrichment	-0.019272246809753646
PF02001.16	DUF134	9601	Enrichment	-0.01416264453902058
PF03984.13	DUF346	9602	Enrichment	0.0024398832026212604
PF06559.11	DCD	9603	Enrichment	0.016879915855164906
PF04738.13	Lant_dehydr_N	9604	Enrichment	-0.009106255498228681
PF08857.11	ParBc_2	9605	Enrichment	0.0029742798947963167
PF06940.11	DUF1287	9606	Enrichment	0.012049966090718366
PF00294.24	PfkB	9607	Enrichment	0.19560956887093983
PF05845.12	PhnH	9608	Enrichment	-0.021636272854799188
PF08222.11	HTH_CodY	9609	Enrichment	-0.00794688640334043
PF10579.9	Rapsyn_N	9610	Enrichment	-0.02634960639192789
PF13346.6	ABC2_membrane_5	9611	Enrichment	-0.025073621069721802
PF17655.1	IRK_C	9612	Enrichment	-0.003581137155401877
PF16073.5	SAT	9613	Enrichment	-0.013117627278686747
PF05637.12	Glyco_transf_34	9614	Enrichment	0.04089266891520868
PF12795.7	MscS_porin	9615	Enrichment	-0.006043664285657682
PF05544.11	Pro_racemase	9616	Enrichment	0.055323643996698535
PF13031.6	DUF3892	9617	Enrichment	4.075906974216545e-4
PF00625.21	Guanylate_kin	9618	Enrichment	0.013236507898767957
PF07536.14	HWE_HK	9619	Enrichment	0.04814212234740545
PF02620.17	YceD	9620	Enrichment	0.012099782731514352
PF08707.11	PriCT_2	9621	Enrichment	0.010230526505283416
PF00070.27	Pyr_redox	9622	Enrichment	0.43454150009227277
PF02108.16	FliH	9623	Enrichment	0.005987054466571329
PF03306.13	AAL_decarboxy	9624	Enrichment	0.010318837823058091
PF09587.10	PGA_cap	9625	Enrichment	0.059331619188011386
PF09989.9	DUF2229	9626	Enrichment	-0.028865346752124856
PF11288.8	DUF3089	9627	Enrichment	-0.012148467175928594
PF12544.8	LAM_C	9628	Enrichment	0.007446455602617169
PF16820.5	PKD_3	9629	Enrichment	-0.08814262051381337
PF16327.5	CcmF_C	9630	Enrichment	0.00382342718109141
PF08477.13	Roc	9631	Enrichment	0.02786222075791489
PF09163.11	Form-deh_trans	9632	Enrichment	0.00917758387027745
PF05241.12	EBP	9633	Enrichment	-0.003601516690272961
PF00630.19	Filamin	9634	Enrichment	-0.0024727168976913377
PF01391.18	Collagen	9635	Enrichment	-0.05956258724988367
PF05579.13	Peptidase_S32	9636	Enrichment	-0.0024727168976913377
PF08887.11	GAD-like	9637	Enrichment	-0.00906323203572306
PF10520.9	TMEM189_B_dmain	9638	Enrichment	-0.0024727168976913377
PF12077.8	DUF3556	9639	Enrichment	0.00802840454282476
PF14378.6	PAP2_3	9640	Enrichment	0.004285363304835865
PF16412.5	DUF5020	9641	Enrichment	-0.0024727168976913377
PF17336.2	DUF5368	9642	Enrichment	-0.0042038451653516225
PF18788.1	DarA_N	9643	Enrichment	-0.0039026809278122875
PF13363.6	BetaGal_dom3	9644	Enrichment	-0.0016020578801434256
PF12695.7	Abhydrolase_5	9645	Enrichment	0.018436685880039327
PF02133.15	Transp_cyt_pur	9646	Enrichment	0.10242754226206041
PF07758.11	DUF1614	9647	Enrichment	-0.0024749812904547863
PF04060.13	FeS	9648	Enrichment	-0.0166342292403302
PF09676.10	TraV	9649	Enrichment	0.006405967127810254
PF12640.7	UPF0489	9650	Enrichment	-0.0014299640301209515
PF15508.6	NAAA-beta	9651	Enrichment	0.004267248162728322
PF14012.6	DUF4229	9652	Enrichment	0.006621084440338348
PF03142.15	Chitin_synth_2	9653	Enrichment	-0.026106184169856633
PF03133.15	TTL	9654	Enrichment	-0.002399124132879099
PF06233.12	Usg	9655	Enrichment	-0.014666471928889008
PF18262.1	PhetRS_B1	9656	Enrichment	-0.004246868627857239
PF02030.15	Lipoprotein_8	9657	Enrichment	-0.009012283198545357
PF02609.16	Exonuc_VII_S	9658	Enrichment	0.011701249605146513
PF11448.8	DUF3005	9659	Enrichment	0.014661943143362104
PF01895.19	PhoU	9660	Enrichment	0.0014163776735400813
PF08972.11	DUF1902	9661	Enrichment	0.003181471832652317
PF12462.8	Helicase_IV_N	9662	Enrichment	-0.005375668420438861
PF01969.17	DUF111	9663	Enrichment	-0.021095082984333796
PF03151.16	TPT	9664	Enrichment	-0.005722120513247275
PF04149.12	DUF397	9665	Enrichment	-0.015668465726717234
PF13520.6	AA_permease_2	9666	Enrichment	0.10531690742822741
PF13924.6	Lipocalin_5	9667	Enrichment	-0.027126293109792476
PF14103.6	DUF4276	9668	Enrichment	-0.017546779524001993
PF13740.6	ACT_6	9669	Enrichment	-0.013758450430744085
PF11782.8	DUF3319	9670	Enrichment	0.007868764853001283
PF13240.6	zinc_ribbon_2	9671	Enrichment	0.07871368904679255
PF14498.6	Glyco_hyd_65N_2	9672	Enrichment	-0.00732191400062724
PF00680.20	RdRP_1	9673	Enrichment	0.003998917620259069
PF01345.18	DUF11	9674	Enrichment	-0.11557687103943548
PF02700.14	PurS	9675	Enrichment	-0.009710848366070779
PF01637.18	ATPase_2	9676	Enrichment	0.009253441027853151
PF01239.22	PPTA	9677	Enrichment	0.011083070380723677
PF12388.8	Peptidase_M57	9678	Enrichment	0.005869306042871751
PF02261.16	Asp_decarbox	9679	Enrichment	0.016234563917580602
PF08459.11	UvrC_HhH_N	9680	Enrichment	0.008344287333326594
PF09282.10	Mago-bind	9681	Enrichment	0.0019134118851182975
PF09355.10	Phage_Gp19	9682	Enrichment	0.0019134118851182975
PF12556.8	CobS_N	9683	Enrichment	0.01074454366258737
PF12721.7	RHIM	9684	Enrichment	0.0019134118851182975
PF13918.6	PLDc_3	9685	Enrichment	0.0019134118851182975
PF16358.5	RcsF	9686	Enrichment	0.0019134118851182975
PF17386.2	LBP_C	9687	Enrichment	0.0019134118851182975
PF18169.1	SLATT_6	9688	Enrichment	0.0019134118851182975
PF18761.1	Heliorhodopsin	9689	Enrichment	0.0019134118851182975
PF01774.17	UreD	9690	Enrichment	-0.022728842363165525
PF16893.5	fn3_2	9691	Enrichment	0.0029131412901830652
PF11316.8	Rhamno_transf	9692	Enrichment	0.007631003612838652
PF03658.14	Ub-RnfH	9693	Enrichment	0.014440032652543677
PF11898.8	DUF3418	9694	Enrichment	0.01679160453739026
PF07992.14	Pyr_redox_2	9695	Enrichment	0.9264932821127694
PF18846.1	baeRF_family5	9696	Enrichment	0.003783800307730978
PF00362.18	Integrin_beta	9697	Enrichment	0.002741047440160592
PF03543.14	Peptidase_C58	9698	Enrichment	-0.012234514100939835
PF04239.12	DUF421	9699	Enrichment	0.015819047845486905
PF05185.16	PRMT5	9700	Enrichment	0.002741047440160592
PF08965.10	DUF1870	9701	Enrichment	0.002741047440160592
PF10131.9	PTPS_related	9702	Enrichment	0.002741047440160592
PF10462.9	Peptidase_M66	9703	Enrichment	-0.01562091347868471
PF17785.1	PUA_3	9704	Enrichment	0.018664257352766334
PF11012.8	DUF2850	9705	Enrichment	0.0026980239776549734
PF16155.5	DUF4863	9706	Enrichment	0.007243792450288097
PF00743.19	FMO-like	9707	Enrichment	2.5814077503349964e-4
PF01893.16	UPF0058	9708	Enrichment	0.00930891865055778
PF13584.6	BatD	9709	Enrichment	0.028203011868814687
PF03670.13	UPF0184	9710	Enrichment	0.0026119770526437363
PF06864.12	PAP_PilO	9711	Enrichment	0.0027614269750316778
PF14052.6	Caps_assemb_Wzi	9712	Enrichment	-0.0032901626852980884
PF00021.21	UPAR_LY6	9713	Enrichment	9.997294050647673e-4
PF00095.21	WAP	9714	Enrichment	9.997294050647673e-4
PF00117.28	GATase	9715	Enrichment	0.07936923075181301
PF00134.23	Cyclin_N	9716	Enrichment	9.997294050647673e-4
PF00265.18	TK	9717	Enrichment	-0.016678384899217524
PF00538.19	Linker_histone	9718	Enrichment	9.997294050647673e-4
PF00614.22	PLDc	9719	Enrichment	0.06836541411780939
PF00756.20	Esterase	9720	Enrichment	-0.036518994292598084
PF00830.19	Ribosomal_L28	9721	Enrichment	-0.013605603919210951
PF00833.18	Ribosomal_S17e	9722	Enrichment	9.997294050647673e-4
PF00902.18	TatC	9723	Enrichment	-9.725566919033257e-4
PF01194.17	RNA_pol_N	9724	Enrichment	9.997294050647673e-4
PF01298.18	TbpB_B_D	9725	Enrichment	-0.0036343503853430367
PF01378.17	IgG_binding_B	9726	Enrichment	9.997294050647673e-4
PF01693.16	Cauli_VI	9727	Enrichment	0.004525388937762033
PF01755.17	Glyco_transf_25	9728	Enrichment	-0.013208202989224871
PF01848.16	HOK_GEF	9729	Enrichment	9.997294050647673e-4
PF01930.17	Cas_Cas4	9730	Enrichment	0.008378253224778365
PF01976.17	DUF116	9731	Enrichment	-0.03102670964484132
PF02042.15	RWP-RK	9732	Enrichment	9.997294050647673e-4
PF02055.16	Glyco_hydro_30	9733	Enrichment	-0.0023764802052445577
PF02154.15	FliM	9734	Enrichment	-2.3662904378085603e-4
PF02263.19	GBP	9735	Enrichment	9.997294050647673e-4
PF02316.16	HTH_Tnp_Mu_1	9736	Enrichment	-0.009354206505826843
PF02863.18	Arg_repressor_C	9737	Enrichment	0.00435103069497611
PF02961.14	BAF	9738	Enrichment	9.997294050647673e-4
PF02983.14	Pro_Al_protease	9739	Enrichment	-0.0042038451653516225
PF03188.16	Cytochrom_B561	9740	Enrichment	0.006492014052821488
PF03226.14	Yippee-Mis18	9741	Enrichment	9.997294050647673e-4
PF03229.13	Alpha_GJ	9742	Enrichment	9.997294050647673e-4
PF03496.14	ADPrib_exo_Tox	9743	Enrichment	-0.012922889501029731
PF03605.14	DcuA_DcuB	9744	Enrichment	-0.00284973829280636
PF03647.13	Tmemb_14	9745	Enrichment	0.002042482272635153
PF04012.12	PspA_IM30	9746	Enrichment	-0.015392209809575896
PF04014.18	MazE_antitoxin	9747	Enrichment	0.0396789543939976
PF04135.12	Nop10p	9748	Enrichment	9.997294050647673e-4
PF04202.13	Mfp-3	9749	Enrichment	9.997294050647673e-4
PF04267.12	SoxD	9750	Enrichment	-0.0023628938486638384
PF04413.16	Glycos_transf_N	9751	Enrichment	0.022934902104639887
PF04591.12	DUF596	9752	Enrichment	0.00304221167769992
PF04640.14	PLATZ	9753	Enrichment	9.997294050647673e-4
PF04829.13	PT-VENN	9754	Enrichment	0.0013971303350508758
PF04900.12	Fcf1	9755	Enrichment	9.997294050647673e-4
PF04922.12	DIE2_ALG10	9756	Enrichment	9.997294050647673e-4
PF05168.14	HEPN	9757	Enrichment	0.056881546217954604
PF05268.11	GP38	9758	Enrichment	9.997294050647673e-4
PF05509.11	TraY	9759	Enrichment	0.003482636070191645
PF05766.12	NinG	9760	Enrichment	-0.003601516690272961
PF05802.11	EspB	9761	Enrichment	9.997294050647673e-4
PF05960.11	DUF885	9762	Enrichment	4.585395345993726e-4
PF05974.12	DUF892	9763	Enrichment	0.08503134485682806
PF06007.11	PhnJ	9764	Enrichment	-0.022625812492428454
PF06053.11	DUF929	9765	Enrichment	-6.023284750786596e-4
PF06156.13	YabA	9766	Enrichment	-0.0025157403601969563
PF06381.11	DUF1073	9767	Enrichment	-0.011363855083391924
PF06467.14	zf-FCS	9768	Enrichment	0.006448990590315874
PF06788.13	UPF0257	9769	Enrichment	9.997294050647673e-4
PF07152.12	YaeQ	9770	Enrichment	-0.013003275444132378
PF07171.12	MlrC_C	9771	Enrichment	-0.033272987266187326
PF07173.12	GRDP-like	9772	Enrichment	9.997294050647673e-4
PF07242.11	DUF1430	9773	Enrichment	9.997294050647673e-4
PF07426.11	Dynactin_p22	9774	Enrichment	9.997294050647673e-4
PF07559.14	FlaE	9775	Enrichment	0.015680919886916223
PF07611.11	DUF1574	9776	Enrichment	0.0019134118851182975
PF07811.12	TadE	9777	Enrichment	0.020331982623049916
PF07832.11	Bse634I	9778	Enrichment	9.997294050647673e-4
PF07921.12	Fibritin_C	9779	Enrichment	9.997294050647673e-4
PF08066.12	PMC2NT	9780	Enrichment	9.997294050647673e-4
PF08292.12	RNA_pol_Rbc25	9781	Enrichment	9.997294050647673e-4
PF08326.12	ACC_central	9782	Enrichment	0.005406237722745483
PF08519.12	RFC1	9783	Enrichment	9.997294050647673e-4
PF08631.10	SPO22	9784	Enrichment	9.997294050647673e-4
PF08775.10	ParB	9785	Enrichment	9.997294050647673e-4
PF08796.10	DUF1797	9786	Enrichment	0.003085235140205539
PF09008.10	Head_binding	9787	Enrichment	0.004127988007775925
PF09011.10	HMG_box_2	9788	Enrichment	9.997294050647673e-4
PF09074.10	Mer2	9789	Enrichment	9.997294050647673e-4
PF09338.11	Gly_reductase	9790	Enrichment	9.997294050647673e-4
PF09342.11	DUF1986	9791	Enrichment	9.997294050647673e-4
PF09385.10	HisK_N	9792	Enrichment	9.997294050647673e-4
PF09472.10	MtrF	9793	Enrichment	9.997294050647673e-4
PF09561.10	RE_HpaII	9794	Enrichment	9.997294050647673e-4
PF09605.10	Trep_Strep	9795	Enrichment	9.997294050647673e-4
PF09701.10	Cas_Cmr5	9796	Enrichment	0.00792197808294244
PF09958.9	DUF2192	9797	Enrichment	9.997294050647673e-4
PF10133.9	CooT	9798	Enrichment	9.997294050647673e-4
PF10284.9	Luciferase_3H	9799	Enrichment	9.997294050647673e-4
PF10304.9	RTP1_C2	9800	Enrichment	9.997294050647673e-4
PF10372.9	YojJ	9801	Enrichment	9.997294050647673e-4
PF10546.9	P63C	9802	Enrichment	-0.0045050094028909506
PF10643.9	Cytochrome-c551	9803	Enrichment	9.997294050647673e-4
PF10678.9	DUF2492	9804	Enrichment	9.997294050647673e-4
PF10679.9	DUF2491	9805	Enrichment	-0.00676260898805419
PF10689.9	DUF2496	9806	Enrichment	9.997294050647673e-4
PF10753.9	Toxin_GhoT_OrtT	9807	Enrichment	9.997294050647673e-4
PF10817.8	DUF2563	9808	Enrichment	-0.004773339945360203
PF11015.8	DUF2853	9809	Enrichment	0.006555417050198187
PF11183.8	PmrD	9810	Enrichment	9.997294050647673e-4
PF11290.8	DUF3090	9811	Enrichment	0.006674297670279508
PF11433.8	DUF3198	9812	Enrichment	9.997294050647673e-4
PF11465.8	Receptor_2B4	9813	Enrichment	9.997294050647673e-4
PF11543.8	UN_NPL4	9814	Enrichment	9.997294050647673e-4
PF11605.8	Vps36_ESCRT-II	9815	Enrichment	9.997294050647673e-4
PF11896.8	DUF3416	9816	Enrichment	0.011989959682486895
PF12185.8	IR1-M	9817	Enrichment	0.002042482272635153
PF12316.8	Dsh_C	9818	Enrichment	9.997294050647673e-4
PF12411.8	Choline_sulf_C	9819	Enrichment	0.008142756377379157
PF12421.8	DUF3672	9820	Enrichment	9.997294050647673e-4
PF12486.8	VasL	9821	Enrichment	9.997294050647673e-4
PF12707.7	DUF3804	9822	Enrichment	9.997294050647673e-4
PF12708.7	Pectate_lyase_3	9823	Enrichment	-0.0252932671677768
PF12773.7	DZR	9824	Enrichment	0.03959517186174977
PF12892.7	FctA	9825	Enrichment	9.997294050647673e-4
PF12898.7	Stc1	9826	Enrichment	9.997294050647673e-4
PF12982.7	DUF3866	9827	Enrichment	0.003482636070191645
PF13037.6	DUF3898	9828	Enrichment	9.997294050647673e-4
PF13039.6	DUF3900	9829	Enrichment	9.997294050647673e-4
PF13116.6	DUF3971	9830	Enrichment	-0.01163558221500638
PF13303.6	PTS_EIIC_2	9831	Enrichment	9.997294050647673e-4
PF13306.6	LRR_5	9832	Enrichment	-0.0029889984477587603
PF13312.6	DUF4081	9833	Enrichment	0.006674297670279508
PF13340.6	DUF4096	9834	Enrichment	-0.05294829598783579
PF13349.6	DUF4097	9835	Enrichment	-0.001249944805426395
PF13440.6	Polysacc_synt_3	9836	Enrichment	-0.1017493566294061
PF13454.6	NAD_binding_9	9837	Enrichment	0.044969708085806914
PF13725.6	tRNA_bind_2	9838	Enrichment	9.997294050647673e-4
PF13833.6	EF-hand_8	9839	Enrichment	-0.010522633171768936
PF13957.6	YafO_toxin	9840	Enrichment	-4.3023462505618545e-4
PF14005.6	YpjP	9841	Enrichment	0.002042482272635153
PF14011.6	ESX-1_EspG	9842	Enrichment	0.017320340247656607
PF14021.6	TNT	9843	Enrichment	0.0091368248005353
PF14023.6	DUF4239	9844	Enrichment	0.007413621907547102
PF14035.6	YlzJ	9845	Enrichment	9.997294050647673e-4
PF14064.6	HmuY	9846	Enrichment	-0.0025157403601969563
PF14165.6	YtzH	9847	Enrichment	9.997294050647673e-4
PF14221.6	DUF4330	9848	Enrichment	9.997294050647673e-4
PF14439.6	Bd3614-deam	9849	Enrichment	9.997294050647673e-4
PF14863.6	Alkyl_sulf_dimr	9850	Enrichment	-0.01932546003969482
PF15565.6	Imm30	9851	Enrichment	9.997294050647673e-4
PF15653.6	Tox-URI2	9852	Enrichment	9.997294050647673e-4
PF15665.5	FAM184	9853	Enrichment	9.997294050647673e-4
PF15894.5	SgrT	9854	Enrichment	9.997294050647673e-4
PF15935.5	RnlA_toxin	9855	Enrichment	9.997294050647673e-4
PF15977.5	HTH_46	9856	Enrichment	9.997294050647673e-4
PF16152.5	DUF4860	9857	Enrichment	0.002042482272635153
PF16380.5	DUF4990	9858	Enrichment	9.997294050647673e-4
PF16466.5	DUF5047	9859	Enrichment	9.997294050647673e-4
PF16572.5	HlyD_D4	9860	Enrichment	-0.014150190378821592
PF16729.5	DUF5067	9861	Enrichment	9.997294050647673e-4
PF17037.5	CBP_BcsO	9862	Enrichment	9.997294050647673e-4
PF17155.4	GAPES1	9863	Enrichment	9.997294050647673e-4
PF17259.2	DUF5325	9864	Enrichment	9.997294050647673e-4
PF17297.2	PEPCK_N	9865	Enrichment	0.01220507699501494
PF17341.2	DUF5371	9866	Enrichment	9.997294050647673e-4
PF17358.2	DUF5384	9867	Enrichment	9.997294050647673e-4
PF17379.2	DUF5400	9868	Enrichment	9.997294050647673e-4
PF17418.2	SdpA	9869	Enrichment	9.997294050647673e-4
PF17441.2	DUF5419	9870	Enrichment	9.997294050647673e-4
PF17910.1	FeoB_Cyto	9871	Enrichment	0.0031565635122543234
PF18095.1	PAS_12	9872	Enrichment	0.013404072963263625
PF18243.1	BfiI_DBD	9873	Enrichment	9.997294050647673e-4
PF18289.1	HU-CCDC81_euk_2	9874	Enrichment	9.997294050647673e-4
PF18390.1	GlgX_C	9875	Enrichment	-0.0025157403601969563
PF18396.1	TBK1_ULD	9876	Enrichment	9.997294050647673e-4
PF18439.1	zf_UBZ	9877	Enrichment	9.997294050647673e-4
PF18598.1	TetR_C_36	9878	Enrichment	-0.008364666868197625
PF18660.1	Tsi6	9879	Enrichment	0.002042482272635153
PF18664.1	CdiA_C_tRNase	9880	Enrichment	9.997294050647673e-4
PF18763.1	ddrB-ParB	9881	Enrichment	-0.0025157403601969563
PF18789.1	DarA_C	9882	Enrichment	9.997294050647673e-4
PF00059.21	Lectin_C	9883	Enrichment	0.005051860255264995
PF15461.6	BCD	9884	Enrichment	-0.003687563615284198
PF01375.17	Enterotoxin_a	9885	Enrichment	0.01408225859591798
PF02752.22	Arrestin_C	9886	Enrichment	-8.604692501123709e-5
PF03545.13	YopE	9887	Enrichment	-8.604692501123709e-5
PF05031.12	NEAT	9888	Enrichment	0.002956164752688683
PF10092.9	DUF2330	9889	Enrichment	0.0037509666126608956
PF10874.8	DUF2746	9890	Enrichment	-8.604692501123709e-5
PF11238.8	DUF3039	9891	Enrichment	0.0037509666126608956
PF12920.7	TcdA_TcdB_pore	9892	Enrichment	-8.604692501123709e-5
PF08357.11	SEFIR	9893	Enrichment	0.017048613116042208
PF01040.18	UbiA	9894	Enrichment	-0.01871520618994449
PF07477.12	Glyco_hydro_67C	9895	Enrichment	-0.002558763822702575
PF13715.6	CarbopepD_reg_2	9896	Enrichment	0.02443732670319132
PF16914.5	TetR_C_12	9897	Enrichment	-0.003548303460331803
PF03818.13	MadM	9898	Enrichment	0.006448990590315874
PF03664.13	Glyco_hydro_62	9899	Enrichment	-0.003988727852823528
PF03741.16	TerC	9900	Enrichment	0.03488749930652979
PF02113.15	Peptidase_S13	9901	Enrichment	0.032192871918020005
PF17801.1	Melibiase_C	9902	Enrichment	-0.009182112655804375
PF02824.21	TGS	9903	Enrichment	0.01611455110111759
PF03802.14	CitX	9904	Enrichment	-0.0015160109551321903
PF04865.14	Baseplate_J	9905	Enrichment	0.011914102524911152
PF10028.9	DUF2270	9906	Enrichment	0.010382240820434777
PF16499.5	Melibiase_2	9907	Enrichment	-0.010396959373397227
PF03636.15	Glyco_hydro_65N	9908	Enrichment	0.016120212083026247
PF03648.14	Glyco_hydro_67N	9909	Enrichment	-0.0016020578801434256
PF07586.11	HXXSHH	9910	Enrichment	0.009997294050647672
PF17288.2	Terminase_3C	9911	Enrichment	0.0058262825803661305
PF03022.16	MRJP	9912	Enrichment	0.004900145940113607
PF06698.11	DUF1192	9913	Enrichment	0.004932979635183687
PF18607.1	HTH_54	9914	Enrichment	0.004740506250290126
PF10179.9	DUF2369	9915	Enrichment	0.003740776845225358
PF09210.11	DUF1957	9916	Enrichment	-0.009214946350874456
PF00722.21	Glyco_hydro_16	9917	Enrichment	0.0026232990164610226
PF18741.1	MTES_1575	9918	Enrichment	0.041119108191554066
PF04734.13	Ceramidase_alk	9919	Enrichment	-0.010784170535947796
PF12106.8	Colicin_E5	9920	Enrichment	0.0016122476475789686
PF06303.12	MatP	9921	Enrichment	0.0026980239776549734
PF12101.8	DUF3577	9922	Enrichment	0.005191120410217388
PF14891.6	Peptidase_M91	9923	Enrichment	0.004439342012750796
PF01973.18	MAF_flag10	9924	Enrichment	0.007307195447664783
PF09376.10	NurA	9925	Enrichment	-0.007407960925638474
PF14076.6	DUF4258	9926	Enrichment	0.008716779942914657
PF00079.20	Serpin	9927	Enrichment	0.006856581287737529
PF06089.12	Asparaginase_II	9928	Enrichment	-0.009950873998996856
PF08608.12	Wyosine_form	9929	Enrichment	-0.008731498495877107
PF01972.16	SDH_sah	9930	Enrichment	0.013625983454082058
PF06356.11	DUF1064	9931	Enrichment	0.003439612607686028
PF17656.1	ChapFlgA_N	9932	Enrichment	-0.009649709761457514
PF12648.7	TcpE	9933	Enrichment	-0.004773339945360203
