locusId	Feature
H16_RS10215	PF07244.15
H16_RS14735	PF07244.15
H16_RS16300	PF08478.10
H16_RS19620	PF08479.11
H16_RS19975	PF08479.11
H16_RS10215	PF08479.11
H16_RS19975	PF17287.2
H16_RS34535	PF17287.2
H16_RS14735	PF17243.2
H16_RS27155	PF00550.25
H16_RS12780	PF00550.25
H16_RS18790	PF00550.25
H16_RS27145	PF00550.25
H16_RS27150	PF00550.25
H16_RS27135	PF00550.25
H16_RS29205	PF00550.25
H16_RS27015	PF00550.25
H16_RS13355	PF00481.21
H16_RS04720	PF00481.21
H16_RS04720	PF13672.6
H16_RS13355	PF13672.6
H16_RS10170	PF01326.19
H16_RS04955	PF03976.14
H16_RS06020	PF03976.14
H16_RS06310	PF03976.14
H16_RS09880	PF03976.14
H16_RS01100	PF03976.14
H16_RS15265	PF06865.11
H16_RS12170	PF02541.16
H16_RS23855	PF02503.17
H16_RS12175	PF02503.17
H16_RS12175	PF13090.6
H16_RS23855	PF13090.6
H16_RS23855	PF17941.1
H16_RS12175	PF17941.1
H16_RS12175	PF13089.6
H16_RS23855	PF13089.6
H16_RS03380	PF04403.13
H16_RS03385	PF04403.13
H16_RS23995	PF01011.21
H16_RS11800	PF01011.21
H16_RS24025	PF08042.11
H16_RS24010	PF05402.12
H16_RS11800	PF13360.6
H16_RS23995	PF13360.6
H16_RS23970	PF13360.6
H16_RS11800	PF13570.6
H16_RS23995	PF13570.6
H16_RS22865	PF13570.6
H16_RS17005	PF01502.18
H16_RS17000	PF01503.17
H16_RS13020	PF00697.22
H16_RS19330	PF05239.16
H16_RS30410	PF05239.16
H16_RS04445	PF05239.16
H16_RS29730	PF00432.21
H16_RS10235	PF01255.19
H16_RS18135	PF17764.1
H16_RS18135	PF18074.1
H16_RS18135	PF18319.1
H16_RS09970	PF00156.27
H16_RS11760	PF00156.27
H16_RS18975	PF00156.27
H16_RS25875	PF00156.27
PHG231	PF00156.27
H16_RS01830	PF00156.27
H16_RS16150	PF00156.27
H16_RS01940	PF00156.27
H16_RS01090	PF00156.27
H16_RS14525	PF00156.27
H16_RS01670	PF00156.27
H16_RS12980	PF00156.27
H16_RS26690	PF00156.27
H16_RS04560	PF00156.27
H16_RS01830	PF13793.6
H16_RS34235	PF13793.6
H16_RS01830	PF14572.6
H16_RS30595	PF08707.11
PHG334	PF08273.12
PHG421	PF00485.18
H16_RS25645	PF00485.18
H16_RS22230	PF06798.12
H16_RS15835	PF06325.13
H16_RS14965	PF06325.13
H16_RS03900	PF06325.13
H16_RS16660	PF06325.13
H16_RS10330	PF06325.13
H16_RS00240	PF06325.13
H16_RS05575	PF06325.13
H16_RS14335	PF06325.13
H16_RS16660	PF17827.1
H16_RS10330	PF17827.1
H16_RS18130	PF18327.1
PHG308	PF14460.6
PHG307	PF14464.6
PHG310	PF14454.6
H16_RS23630	PF04352.13
H16_RS00965	PF00227.26
H16_RS06830	PF00227.26
H16_RS05875	PF00227.26
H16_RS05275	PF01010.19
H16_RS05275	PF00361.20
H16_RS05280	PF00361.20
H16_RS05285	PF00361.20
H16_RS09375	PF00361.20
H16_RS10990	PF00361.20
H16_RS11005	PF00361.20
H16_RS09365	PF00361.20
H16_RS05275	PF00662.20
H16_RS09375	PF00662.20
H16_RS00815	PF00484.19
H16_RS30040	PF00484.19
H16_RS18130	PF01619.18
H16_RS18130	PF14850.6
H16_RS06055	PF00160.21
H16_RS06050	PF00160.21
H16_RS09515	PF04303.13
H16_RS33685	PF04303.13
H16_RS09495	PF06506.11
H16_RS13025	PF01416.20
H16_RS07120	PF00849.22
H16_RS12840	PF00849.22
H16_RS11540	PF00849.22
H16_RS14540	PF00849.22
H16_RS15240	PF00849.22
H16_RS10270	PF00849.22
H16_RS01880	PF07769.14
H16_RS04150	PF14870.6
H16_RS22075	PF14870.6
H16_RS05160	PF02666.15
H16_RS26125	PF04230.13
H16_RS28085	PF01515.19
H16_RS15735	PF01515.19
H16_RS04980	PF01515.19
H16_RS26870	PF01515.19
H16_RS10280	PF12738.7
H16_RS18370	PF01329.19
H16_RS02120	PF01329.19
H16_RS12220	PF00809.22
H16_RS00725	PF00809.22
H16_RS09595	PF01242.19
H16_RS01600	PF00381.19
H16_RS11025	PF00381.19
H16_RS01530	PF00381.19
H16_RS01530	PF00358.20
H16_RS01890	PF00359.22
H16_RS01535	PF00367.20
H16_RS01535	PF02378.18
H16_RS16185	PF01472.20
H16_RS01495	PF17785.1
H16_RS02825	PF17769.1
H16_RS13970	PF01243.20
H16_RS22555	PF01243.20
H16_RS13870	PF01243.20
H16_RS10030	PF01243.20
PHG127	PF12778.7
H16_RS34630	PF12778.7
H16_RS06210	PF02436.18
H16_RS10035	PF07831.13
H16_RS06825	PF07831.13
H16_RS21515	PF07831.13
H16_RS13970	PF12766.7
H16_RS28710	PF12900.7
H16_RS03695	PF00719.19
H16_RS22740	PF00070.27
H16_RS18600	PF00070.27
H16_RS23485	PF00070.27
H16_RS22615	PF00070.27
H16_RS27550	PF00070.27
H16_RS23470	PF00070.27
H16_RS11610	PF00070.27
H16_RS08110	PF00070.27
H16_RS03730	PF00070.27
H16_RS09065	PF00070.27
H16_RS22625	PF00070.27
H16_RS06835	PF00070.27
PHG414	PF00070.27
H16_RS13660	PF00070.27
H16_RS08770	PF00070.27
H16_RS17110	PF00070.27
H16_RS25810	PF00070.27
H16_RS05950	PF00070.27
H16_RS08795	PF00070.27
H16_RS08790	PF00070.27
H16_RS24220	PF00070.27
H16_RS07475	PF00070.27
H16_RS10525	PF00070.27
H16_RS03815	PF00070.27
H16_RS04050	PF00070.27
H16_RS14405	PF00070.27
H16_RS08860	PF00070.27
H16_RS12905	PF00070.27
H16_RS21260	PF00070.27
H16_RS24250	PF00070.27
H16_RS07880	PF00070.27
H16_RS28510	PF00070.27
H16_RS05685	PF00070.27
H16_RS04840	PF00070.27
H16_RS21035	PF00070.27
H16_RS11610	PF07992.14
H16_RS08110	PF07992.14
H16_RS23470	PF07992.14
H16_RS18600	PF07992.14
H16_RS22740	PF07992.14
H16_RS27550	PF07992.14
H16_RS22615	PF07992.14
H16_RS06835	PF07992.14
H16_RS13660	PF07992.14
H16_RS23485	PF07992.14
PHG414	PF07992.14
H16_RS22625	PF07992.14
H16_RS03730	PF07992.14
H16_RS09065	PF07992.14
H16_RS08795	PF07992.14
H16_RS08790	PF07992.14
H16_RS24250	PF07992.14
H16_RS25810	PF07992.14
H16_RS24220	PF07992.14
H16_RS08860	PF07992.14
H16_RS17110	PF07992.14
H16_RS08770	PF07992.14
H16_RS12905	PF07992.14
H16_RS05950	PF07992.14
H16_RS10525	PF07992.14
H16_RS07880	PF07992.14
H16_RS09725	PF07992.14
H16_RS17835	PF07992.14
H16_RS18680	PF07992.14
H16_RS21035	PF07992.14
H16_RS07475	PF07992.14
H16_RS05685	PF07992.14
H16_RS03815	PF07992.14
H16_RS04840	PF07992.14
H16_RS27455	PF07992.14
H16_RS04245	PF07992.14
H16_RS29905	PF07992.14
H16_RS31210	PF07992.14
H16_RS26445	PF07992.14
H16_RS04050	PF07992.14
H16_RS07430	PF07992.14
H16_RS13605	PF07992.14
H16_RS21260	PF07992.14
H16_RS19750	PF07992.14
H16_RS04835	PF07992.14
H16_RS23115	PF07992.14
H16_RS04250	PF07992.14
H16_RS13095	PF07992.14
H16_RS14405	PF07992.14
H16_RS08245	PF07992.14
H16_RS27120	PF07992.14
H16_RS21035	PF13738.6
H16_RS09725	PF13738.6
H16_RS12905	PF13738.6
H16_RS25810	PF13738.6
H16_RS10525	PF13738.6
H16_RS03730	PF13738.6
H16_RS24220	PF13738.6
H16_RS05950	PF13738.6
H16_RS18600	PF13738.6
H16_RS08860	PF13738.6
H16_RS18680	PF13738.6
H16_RS07880	PF13738.6
H16_RS27455	PF13738.6
H16_RS11610	PF13738.6
H16_RS27550	PF13738.6
H16_RS17110	PF13738.6
H16_RS23470	PF13738.6
H16_RS05685	PF13738.6
H16_RS23485	PF13738.6
H16_RS22615	PF13738.6
H16_RS04190	PF13738.6
H16_RS11610	PF02852.22
H16_RS06835	PF02852.22
H16_RS27550	PF02852.22
H16_RS18600	PF02852.22
H16_RS24250	PF02852.22
H16_RS21525	PF01729.19
H16_RS15140	PF01729.19
H16_RS16535	PF01729.19
H16_RS21525	PF02749.16
H16_RS15140	PF02749.16
H16_RS23580	PF12843.7
H16_RS14080	PF06508.13
H16_RS02095	PF14489.6
H16_RS02095	PF14819.6
H16_RS15525	PF02547.15
H16_RS02690	PF08423.11
H16_RS15120	PF04002.15
H16_RS07170	PF04055.21
H16_RS12850	PF04055.21
H16_RS02610	PF04055.21
H16_RS30105	PF04055.21
H16_RS26035	PF04055.21
H16_RS29555	PF04055.21
H16_RS24005	PF04055.21
H16_RS18045	PF04055.21
H16_RS11830	PF04055.21
H16_RS04410	PF04055.21
H16_RS04705	PF04055.21
H16_RS00885	PF04055.21
H16_RS06850	PF04055.21
H16_RS00585	PF04055.21
H16_RS09745	PF04055.21
PHG238	PF04055.21
H16_RS29545	PF04055.21
H16_RS21065	PF04055.21
H16_RS21070	PF04055.21
H16_RS04415	PF04055.21
H16_RS11525	PF00071.22
H16_RS12740	PF00071.22
H16_RS11520	PF02033.18
H16_RS02000	PF11776.8
H16_RS19650	PF16976.5
H16_RS03555	PF16976.5
H16_RS04875	PF16976.5
H16_RS05125	PF06271.12
H16_RS15905	PF04381.12
PHG201	PF04381.12
H16_RS02690	PF00154.21
H16_RS15520	PF17191.4
H16_RS05815	PF17768.1
H16_RS12715	PF02565.15
H16_RS12715	PF11967.8
H16_RS17435	PF16124.5
H16_RS34280	PF02132.15
H16_RS02695	PF02631.16
H16_RS16285	PF08534.10
H16_RS24245	PF08534.10
H16_RS15845	PF08534.10
H16_RS01505	PF08534.10
H16_RS15815	PF08534.10
H16_RS11340	PF08534.10
PHG219	PF08534.10
H16_RS23535	PF08534.10
H16_RS17780	PF08534.10
H16_RS14055	PF08534.10
H16_RS08785	PF08534.10
H16_RS29890	PF08534.10
H16_RS26145	PF08534.10
H16_RS07250	PF08534.10
H16_RS08775	PF08534.10
H16_RS08110	PF14759.6
H16_RS22740	PF14759.6
H16_RS23470	PF14759.6
H16_RS06640	PF04607.17
H16_RS04745	PF04607.17
H16_RS31040	PF04221.12
PHG184	PF04221.12
H16_RS18730	PF04796.12
H16_RS06445	PF05732.11
PHG373	PF01051.21
H16_RS06980	PF08808.11
PHG194	PF08808.11
H16_RS30610	PF08808.11
H16_RS25060	PF08808.11
H16_RS17210	PF05140.14
H16_RS00030	PF04851.15
H16_RS18135	PF04851.15
H16_RS05720	PF04851.15
H16_RS07225	PF04851.15
H16_RS13530	PF04851.15
H16_RS15520	PF04851.15
H16_RS02625	PF04851.15
H16_RS00265	PF04851.15
H16_RS07110	PF04851.15
H16_RS15215	PF04851.15
H16_RS03145	PF00239.21
H16_RS30455	PF00072.24
H16_RS07265	PF00072.24
H16_RS08755	PF00072.24
H16_RS19950	PF00072.24
H16_RS00735	PF00072.24
H16_RS02895	PF00072.24
H16_RS06810	PF00072.24
H16_RS27650	PF00072.24
H16_RS10075	PF00072.24
H16_RS03870	PF00072.24
H16_RS26950	PF00072.24
H16_RS29145	PF00072.24
H16_RS18445	PF00072.24
H16_RS02685	PF00072.24
H16_RS30360	PF00072.24
H16_RS03650	PF00072.24
H16_RS23205	PF00072.24
H16_RS18610	PF00072.24
H16_RS03645	PF00072.24
H16_RS11890	PF00072.24
H16_RS20625	PF00072.24
PHG266	PF00072.24
H16_RS24190	PF00072.24
H16_RS19880	PF00072.24
H16_RS10845	PF00072.24
H16_RS29680	PF00072.24
H16_RS03420	PF00072.24
H16_RS28955	PF00072.24
H16_RS18530	PF00072.24
H16_RS11655	PF00072.24
H16_RS24980	PF00072.24
H16_RS29625	PF00072.24
H16_RS04100	PF00072.24
H16_RS26000	PF00072.24
H16_RS12940	PF00072.24
H16_RS12185	PF00072.24
H16_RS01460	PF00072.24
H16_RS19120	PF00072.24
H16_RS19355	PF00072.24
H16_RS09080	PF00072.24
H16_RS19945	PF00072.24
H16_RS29175	PF00072.24
H16_RS29130	PF00072.24
H16_RS18375	PF00072.24
H16_RS31485	PF00072.24
H16_RS10675	PF00072.24
H16_RS21570	PF00072.24
H16_RS24185	PF00072.24
H16_RS26840	PF00072.24
H16_RS16125	PF00072.24
H16_RS01450	PF00072.24
H16_RS07085	PF00072.24
H16_RS03665	PF00072.24
H16_RS29140	PF00072.24
H16_RS30185	PF00072.24
H16_RS04105	PF00072.24
H16_RS19115	PF00072.24
PHG019	PF00072.24
H16_RS20630	PF00072.24
H16_RS28965	PF00072.24
H16_RS21835	PF00072.24
H16_RS11160	PF00072.24
H16_RS28600	PF00072.24
H16_RS28595	PF00072.24
H16_RS30435	PF00072.24
H16_RS00375	PF00072.24
H16_RS30425	PF00072.24
H16_RS16905	PF00072.24
H16_RS29110	PF00072.24
H16_RS26420	PF00072.24
H16_RS26845	PF00072.24
H16_RS00740	PF00072.24
H16_RS00980	PF00072.24
H16_RS15560	PF00072.24
H16_RS07855	PF00072.24
H16_RS29895	PF00072.24
H16_RS15170	PF00072.24
H16_RS28960	PF00072.24
H16_RS02650	PF00072.24
H16_RS15175	PF00072.24
H16_RS30845	PF00072.24
H16_RS25020	PF00072.24
H16_RS21335	PF00072.24
H16_RS15555	PF00072.24
H16_RS15630	PF00072.24
H16_RS00370	PF00072.24
H16_RS21340	PF00072.24
H16_RS21575	PF00072.24
H16_RS16650	PF00472.20
H16_RS05805	PF00472.20
H16_RS18020	PF00472.20
H16_RS31525	PF16658.5
H16_RS11020	PF01402.21
H16_RS10985	PF01402.21
H16_RS01930	PF13467.6
H16_RS28040	PF00581.20
H16_RS13645	PF00581.20
H16_RS01640	PF00581.20
H16_RS14340	PF00581.20
H16_RS00715	PF00581.20
H16_RS11040	PF00581.20
H16_RS19390	PF00581.20
H16_RS11675	PF00581.20
H16_RS04465	PF00581.20
H16_RS05600	PF01694.22
H16_RS11970	PF07498.12
H16_RS11970	PF07497.12
H16_RS29225	PF03527.14
H16_RS29225	PF05593.14
H16_RS14190	PF01872.17
H16_RS09170	PF01872.17
H16_RS15730	PF00545.20
H16_RS12725	PF00636.26
H16_RS18715	PF00825.18
H16_RS12725	PF14622.6
H16_RS31250	PF01042.21
H16_RS04260	PF01042.21
H16_RS24795	PF01042.21
H16_RS04130	PF01042.21
H16_RS06635	PF01042.21
H16_RS21010	PF01042.21
H16_RS12265	PF01042.21
H16_RS13240	PF01042.21
H16_RS20165	PF01042.21
H16_RS30280	PF01042.21
H16_RS08865	PF01042.21
H16_RS08650	PF01042.21
H16_RS09005	PF01042.21
H16_RS28720	PF01042.21
H16_RS20905	PF01042.21
H16_RS27665	PF01042.21
H16_RS16115	PF02867.15
H16_RS11945	PF02867.15
H16_RS16115	PF00317.21
H16_RS16110	PF00268.21
H16_RS17460	PF00687.21
H16_RS17455	PF00466.20
H16_RS17465	PF00298.19
H16_RS17465	PF03946.14
H16_RS17450	PF00542.19
H16_RS17450	PF16320.5
H16_RS02380	PF00572.18
H16_RS17330	PF00238.19
H16_RS17345	PF00252.18
H16_RS17245	PF01196.19
H16_RS17300	PF00861.22
H16_RS04455	PF01245.20
H16_RS17365	PF00181.23
H16_RS06665	PF00453.18
H16_RS16200	PF00829.21
H16_RS17355	PF00237.19
H16_RS17370	PF00276.20
H16_RS17325	PF17136.4
H16_RS01825	PF01386.19
H16_RS16195	PF01016.19
H16_RS17285	PF00828.19
H16_RS15125	PF00830.19
H16_RS17340	PF00831.23
H16_RS17365	PF03947.18
H16_RS17380	PF00297.22
H16_RS17290	PF00327.20
H16_RS11980	PF01197.18
H16_RS12805	PF01783.23
H16_RS15130	PF00471.20
H16_RS18720	PF00468.17
H16_RS06660	PF01632.19
H16_RS17270	PF00444.18
H16_RS17375	PF00573.22
H16_RS17320	PF00281.19
H16_RS17320	PF00673.21
H16_RS17305	PF00347.23
H16_RS11375	PF03948.14
H16_RS11375	PF01281.19
H16_RS17410	PF00338.22
H16_RS17260	PF00411.19
H16_RS17265	PF00416.22
H16_RS17315	PF00253.21
H16_RS05190	PF00312.22
H16_RS04440	PF00886.19
H16_RS17335	PF00366.20
H16_RS11380	PF01084.20
H16_RS17360	PF00203.21
H16_RS10255	PF00318.20
H16_RS15285	PF01649.18
H16_RS13600	PF01165.20
H16_RS12950	PF01165.20
H16_RS01895	PF02482.19
H16_RS17350	PF00189.20
H16_RS17255	PF00163.19
H16_RS17295	PF00333.20
H16_RS17295	PF03719.15
H16_RS11390	PF01250.17
H16_RS17425	PF00177.21
H16_RS17310	PF00410.19
H16_RS02385	PF00380.19
H16_RS01825	PF14693.6
H16_RS17430	PF00164.25
H16_RS16535	PF00834.19
H16_RS25655	PF00834.19
PHG423	PF00834.19
H16_RS11720	PF06026.14
H16_RS04700	PF05433.15
H16_RS05790	PF05433.15
H16_RS19595	PF05433.15
H16_RS27005	PF05433.15
H16_RS14675	PF05433.15
PHG305	PF05433.15
H16_RS18065	PF05433.15
H16_RS09785	PF00355.26
H16_RS08125	PF00355.26
H16_RS29340	PF00355.26
H16_RS08115	PF00355.26
H16_RS22735	PF00355.26
H16_RS22745	PF00355.26
H16_RS26295	PF00355.26
H16_RS22380	PF00355.26
H16_RS23470	PF00355.26
H16_RS00285	PF00355.26
H16_RS22090	PF00355.26
H16_RS16950	PF00355.26
H16_RS13635	PF00355.26
H16_RS12830	PF00355.26
H16_RS22620	PF13806.6
H16_RS26295	PF13806.6
H16_RS08115	PF13806.6
H16_RS22745	PF13806.6
H16_RS23470	PF13806.6
H16_RS03835	PF08443.11
H16_RS01590	PF08443.11
H16_RS03840	PF08443.11
H16_RS04445	PF01782.18
H16_RS29340	PF00848.19
H16_RS13635	PF00848.19
H16_RS08125	PF00848.19
H16_RS09785	PF00848.19
H16_RS22735	PF00848.19
H16_RS09780	PF00866.18
H16_RS22730	PF00866.18
H16_RS08120	PF00866.18
H16_RS21850	PF00866.18
H16_RS25390	PF01163.22
H16_RS07260	PF16524.5
H16_RS14495	PF04321.17
H16_RS09220	PF04321.17
H16_RS14445	PF04321.17
H16_RS09225	PF04321.17
H16_RS07735	PF04321.17
H16_RS19860	PF04321.17
H16_RS14500	PF04321.17
H16_RS18915	PF04321.17
H16_RS22830	PF04321.17
H16_RS14430	PF04321.17
H16_RS20150	PF04321.17
H16_RS03985	PF04321.17
H16_RS29535	PF04321.17
H16_RS01225	PF04321.17
H16_RS14450	PF04321.17
H16_RS15070	PF04321.17
H16_RS11755	PF04321.17
H16_RS35265	PF04321.17
H16_RS26925	PF04321.17
H16_RS07075	PF04321.17
H16_RS31145	PF04321.17
H16_RS25730	PF04321.17
H16_RS10085	PF07521.12
H16_RS12870	PF02646.16
H16_RS04515	PF10150.9
H16_RS12845	PF10150.9
H16_RS12320	PF00075.24
H16_RS10185	PF01351.18
H16_RS11855	PF13482.6
H16_RS34660	PF13482.6
H16_RS05195	PF01138.21
H16_RS04715	PF01138.21
H16_RS05195	PF03725.15
H16_RS04715	PF03725.15
H16_RS12325	PF00929.24
H16_RS22570	PF00929.24
H16_RS13490	PF00929.24
H16_RS34660	PF00929.24
H16_RS12605	PF00910.22
H16_RS26570	PF00910.22
H16_RS17250	PF01000.26
H16_RS17250	PF03118.15
H16_RS17250	PF01193.24
H16_RS17440	PF04997.12
H16_RS17440	PF00623.20
H16_RS17440	PF04983.18
H16_RS17440	PF05000.17
H16_RS17440	PF04998.17
H16_RS17445	PF04563.15
H16_RS17445	PF04561.14
H16_RS17445	PF04565.16
H16_RS17445	PF10385.9
H16_RS17445	PF00562.28
H16_RS17445	PF04560.20
H16_RS04740	PF01192.22
H16_RS11740	PF00773.19
H16_RS15785	PF00773.19
H16_RS20080	PF10135.9
H16_RS26190	PF00480.20
H16_RS12360	PF10727.9
H16_RS19065	PF10727.9
H16_RS02530	PF00639.21
H16_RS07445	PF00639.21
H16_RS07520	PF00639.21
H16_RS30035	PF00639.21
PHG274	PF00639.21
H16_RS13370	PF00639.21
H16_RS07445	PF13145.6
H16_RS07520	PF13145.6
H16_RS02530	PF13145.6
PHG274	PF13145.6
H16_RS30035	PF13145.6
H16_RS13370	PF13145.6
H16_RS02530	PF13616.6
H16_RS07445	PF13616.6
H16_RS07520	PF13616.6
PHG274	PF13616.6
H16_RS30035	PF13616.6
H16_RS13370	PF13616.6
H16_RS17435	PF09382.10
H16_RS20490	PF03737.15
H16_RS11145	PF03737.15
H16_RS27815	PF03737.15
H16_RS34380	PF03737.15
H16_RS10240	PF01765.19
H16_RS05745	PF02082.20
PHG235	PF02082.20
H16_RS11750	PF02082.20
H16_RS08825	PF02082.20
H16_RS26260	PF02082.20
H16_RS17630	PF02082.20
H16_RS19360	PF02082.20
H16_RS16895	PF02082.20
H16_RS06890	PF02082.20
H16_RS31060	PF02082.20
H16_RS26040	PF02082.20
H16_RS31395	PF02082.20
H16_RS23695	PF02082.20
H16_RS22465	PF02082.20
H16_RS02540	PF00398.20
H16_RS14335	PF00398.20
H16_RS12760	PF03872.13
H16_RS04530	PF02410.15
H16_RS13500	PF03193.16
H16_RS26570	PF03193.16
H16_RS12720	PF03193.16
H16_RS11795	PF03193.16
H16_RS11785	PF03193.16
H16_RS14575	PF10099.9
H16_RS07350	PF04378.13
H16_RS21500	PF01139.17
H16_RS25675	PF00016.20
PHG427	PF00016.20
PHG427	PF02788.16
H16_RS25675	PF02788.16
PHG426	PF00101.20
H16_RS25670	PF00101.20
H16_RS29060	PF00301.20
H16_RS03640	PF00301.20
PHG009	PF00301.20
H16_RS18700	PF00301.20
H16_RS10545	PF18073.1
H16_RS03970	PF18073.1
H16_RS22615	PF18267.1
H16_RS23485	PF18267.1
H16_RS22625	PF18267.1
H16_RS11235	PF02915.17
H16_RS16365	PF02915.17
H16_RS02460	PF07499.13
H16_RS02460	PF01330.21
H16_RS02455	PF05491.13
H16_RS02455	PF05496.12
H16_RS12605	PF05496.12
H16_RS03785	PF05496.12
H16_RS15215	PF05496.12
H16_RS07370	PF05496.12
H16_RS25610	PF05496.12
H16_RS11940	PF05496.12
H16_RS12225	PF05496.12
H16_RS11240	PF05496.12
H16_RS19555	PF05496.12
H16_RS00970	PF05496.12
H16_RS02470	PF02075.17
H16_RS14530	PF03652.15
H16_RS08700	PF00665.26
PHG031	PF00665.26
PHG407	PF00665.26
H16_RS20980	PF00665.26
PHG030	PF13333.6
PHG030	PF13683.6
H16_RS08700	PF13683.6
H16_RS12405	PF00078.27
H16_RS04375	PF00078.27
H16_RS01120	PF02773.16
H16_RS01120	PF02772.16
H16_RS01120	PF00438.20
H16_RS34930	PF02574.16
H16_RS03955	PF00575.23
H16_RS07095	PF00575.23
H16_RS05195	PF00575.23
H16_RS11740	PF00575.23
H16_RS12845	PF00575.23
H16_RS11530	PF00575.23
H16_RS03955	PF13509.6
H16_RS17255	PF01479.25
H16_RS05635	PF01479.25
H16_RS10270	PF01479.25
H16_RS07120	PF01479.25
H16_RS11540	PF01479.25
H16_RS02420	PF01479.25
H16_RS12840	PF01479.25
H16_RS14540	PF01479.25
H16_RS13885	PF13275.6
H16_RS00185	PF16653.5
H16_RS16685	PF16653.5
H16_RS00185	PF03435.18
H16_RS16685	PF03435.18
H16_RS01625	PF03435.18
H16_RS04155	PF03435.18
H16_RS13750	PF08666.12
H16_RS03555	PF08666.12
H16_RS20035	PF08666.12
H16_RS06250	PF08666.12
H16_RS20350	PF08666.12
H16_RS23575	PF08666.12
H16_RS04875	PF08666.12
H16_RS02815	PF01259.18
H16_RS24995	PF10340.9
H16_RS19710	PF13558.6
H16_RS26570	PF13558.6
H16_RS19705	PF12320.8
H16_RS07755	PF07005.11
H16_RS20335	PF07005.11
H16_RS10890	PF01758.16
H16_RS02955	PF13593.6
H16_RS02180	PF05992.12
H16_RS10860	PF05992.12
H16_RS23750	PF05694.11
H16_RS23970	PF05694.11
H16_RS11645	PF01547.25
H16_RS03765	PF01547.25
H16_RS03350	PF01547.25
H16_RS28485	PF01547.25
H16_RS19280	PF01547.25
H16_RS21005	PF01547.25
H16_RS11230	PF01547.25
H16_RS27865	PF01547.25
H16_RS12445	PF01547.25
H16_RS26715	PF01547.25
H16_RS03350	PF13531.6
H16_RS11230	PF13531.6
H16_RS28485	PF13531.6
H16_RS03765	PF13531.6
H16_RS18615	PF13531.6
H16_RS19280	PF13531.6
H16_RS26715	PF13531.6
H16_RS21005	PF13531.6
H16_RS05065	PF13531.6
H16_RS10620	PF13531.6
H16_RS00205	PF00497.20
H16_RS03825	PF00497.20
H16_RS16500	PF00497.20
H16_RS31115	PF00497.20
H16_RS27760	PF00497.20
H16_RS13745	PF00497.20
H16_RS02330	PF00497.20
H16_RS26885	PF00497.20
H16_RS03820	PF00497.20
H16_RS30785	PF00497.20
H16_RS15960	PF00497.20
H16_RS24050	PF00497.20
H16_RS20410	PF00497.20
H16_RS03480	PF00497.20
H16_RS20215	PF00497.20
H16_RS11910	PF00497.20
H16_RS11220	PF00497.20
H16_RS23175	PF00497.20
H16_RS23170	PF00497.20
H16_RS15065	PF00497.20
H16_RS21355	PF00497.20
H16_RS16440	PF00496.22
H16_RS10480	PF00496.22
H16_RS13150	PF00496.22
H16_RS12040	PF00496.22
H16_RS10390	PF00496.22
H16_RS06455	PF00496.22
H16_RS14700	PF00496.22
H16_RS24400	PF00496.22
H16_RS30995	PF00496.22
H16_RS07320	PF00496.22
H16_RS22320	PF00496.22
H16_RS26715	PF13343.6
H16_RS28485	PF13343.6
H16_RS03765	PF13343.6
H16_RS21005	PF13343.6
H16_RS19280	PF13343.6
H16_RS27865	PF13343.6
H16_RS18615	PF13343.6
H16_RS03350	PF13343.6
H16_RS11645	PF13343.6
H16_RS11230	PF13343.6
H16_RS11645	PF13416.6
H16_RS27865	PF13416.6
H16_RS21005	PF13416.6
H16_RS03765	PF13416.6
H16_RS26715	PF13416.6
H16_RS28485	PF13416.6
H16_RS19280	PF13416.6
H16_RS12445	PF13416.6
H16_RS11230	PF13416.6
H16_RS18615	PF13416.6
H16_RS31190	PF17200.4
H16_RS18525	PF17200.4
H16_RS25995	PF17203.4
H16_RS25995	PF17202.4
PHG245	PF04405.14
H16_RS30310	PF04405.14
H16_RS26645	PF02667.14
H16_RS01735	PF02630.14
H16_RS01505	PF02630.14
H16_RS01720	PF02630.14
H16_RS02200	PF02036.17
H16_RS30330	PF02036.17
PHG255	PF02036.17
H16_RS34425	PF02036.17
H16_RS03430	PF00375.18
H16_RS01470	PF00375.18
H16_RS30940	PF00375.18
H16_RS17910	PF00375.18
H16_RS30780	PF00375.18
H16_RS30770	PF00375.18
H16_RS13085	PF03937.16
H16_RS18085	PF03313.15
H16_RS18085	PF03315.15
H16_RS15775	PF18317.1
H16_RS13105	PF01127.22
H16_RS13100	PF01127.22
H16_RS16270	PF02810.15
H16_RS16270	PF07517.14
H16_RS16270	PF01043.20
H16_RS16270	PF07516.13
H16_RS01650	PF02556.14
H16_RS15540	PF13721.6
H16_RS15545	PF02355.16
H16_RS15540	PF02355.16
H16_RS24330	PF02355.16
H16_RS08815	PF02355.16
H16_RS16735	PF02355.16
H16_RS10835	PF02355.16
H16_RS17980	PF02355.16
H16_RS02885	PF02355.16
H16_RS17475	PF00584.20
H16_RS05210	PF03840.14
H16_RS17675	PF00263.21
H16_RS17140	PF00263.21
H16_RS19655	PF00263.21
H16_RS03550	PF00263.21
H16_RS04880	PF00263.21
PHG351	PF00263.21
H16_RS17675	PF03958.17
H16_RS17140	PF03958.17
H16_RS17280	PF00344.20
H16_RS15545	PF07549.14
H16_RS15540	PF07549.14
H16_RS00410	PF08238.12
H16_RS23480	PF09106.11
H16_RS23480	PF09107.11
H16_RS07535	PF01641.18
H16_RS18515	PF04328.13
H16_RS13035	PF01118.24
